Gene name	Macaque gene name	Macaque homology type
NAA35	NAA35	ortholog_one2one
UBE3AP2		
		
		
		
SSR1	SSR1	ortholog_one2one
FBXW11P1		
		
		
		
SOD1	SOD1	ortholog_one2one
RNA5SP481		
CCM2L	CCM2L	ortholog_one2one
Y_RNA		
IGHVIII-13-1		
Y_RNA	Y_RNA	ortholog_one2one
FRMPD4-AS1		
IGHV1-18		
		
RPL17P49		
		
CTSLP2		
HOMER2P2		
RN7SKP290		
		
COX7B2		
PSMA6P2		
MRPL35P4		
EIF3LP2		
TLR7	TLR7	ortholog_one2one
		
		ortholog_one2one
		
HMGN1P2		
		
EVL	EVL	ortholog_one2one
		
		
DOP1B	DOP1B	ortholog_one2one
TLR8-AS1		
RNA5SP482		
FOXD4L3		
		
		
		
		
LINC00841		
TM9SF4	TM9SF4	ortholog_one2one
		
		
		
		
RBM22P6		
		
XAGE1A		ortholog_one2many
		
		
UGT2B11		
		
TPT1P10		
		
DCLRE1CP1		
		
NUTF2P5		
CARD19	CARD19	ortholog_one2one
		
PRDX2P2		
SHROOM3	SHROOM3	ortholog_one2one
		
LINC02672		
RBM22P7		
		
		
		
		
		
		
		
SSXP4		
LYZL2		ortholog_many2many
LYZL2		ortholog_many2many
SSXP1		
		
SSX7		ortholog_one2many
PHF2	PHF2	ortholog_one2one
		
MKX-AS1		
RNA5SP504		
SSXP5		
S100A11P10		
AGAP10P		
		
RPL23P11		
		
		
LINC00838		
S100A11P8		
		
SPANXN5		
HSPA8P3		
		
		
EIF4A2P4		
ENKUR	ENKUR	ortholog_one2one
SSX8P		
PPIHP2		
QTRT1P1		
U3	U3	ortholog_one2one
RNU1-57P	U1	ortholog_one2one
		
RN7SL93P		
SNORD30	SNORD30	ortholog_one2one
		
XACT		
		
UBE2A	UBE2A	ortholog_one2one
FOXF2	FOXF2	ortholog_one2one
FAM245B		
C18orf32		
		
RSL24D1P6		
CISD1		
TSPY26P		
		
ZBED9-AS1		
SCD5	SCD5	ortholog_one2one
		
PLAGL2	PLAGL2	ortholog_one2one
		
		
SRSF9P1		
TSHZ1	TSHZ1	ortholog_one2one
		
		
UQCRFS1P3		
		
DDX39BP2		
ATP5F1AP7		
ERVH48-1		ortholog_one2many
ERVH48-1		ortholog_one2many
SOX4	SOX4	ortholog_one2one
BTF3P4		
CNN2P4		
POFUT1	POFUT1	ortholog_one2one
		
LINC02533		
		
LIPI	LIPI	ortholog_one2one
RPL26P27		
LINC02475		
		
		
		
APCDD1	APCDD1	ortholog_one2one
OR2G1P		
LERFS		
		
DNAJC1	DNAJC1	ortholog_one2one
KLF3	KLF3	ortholog_one2one
CDKAL1	CDKAL1	ortholog_one2one
KRTAP10-9		
PRMT2	PRMT2	ortholog_one2one
		
LINC02522		
FRYL	FRYL	ortholog_one2one
NAPG	NAPG	ortholog_one2one
DCDC2	DCDC2	ortholog_one2one
MIR1825		
		
		
NOL4L-DT		
MRPL50P4		
		
HNRNPA3P1		
FGF7P5		
RPL37P18		
C20orf203	C20orf203	ortholog_one2one
		
UQCRHP3		
GPN3P1		
		
VSTM4	VSTM4	ortholog_one2one
FAM74A7		
	COMMD7	ortholog_one2one
		
		
ID4	ID4	ortholog_one2one
RBM17P3		
		
		
BAK1P1		
		
CDK2AP2P2		
FARP1-AS1		
GNA14-AS1		
		
FABP5P2		
		
		
DNMT3B	DNMT3B	ortholog_one2one
WDFY2	WDFY2	ortholog_one2one
MIR766		
OSTF1	OSTF1	ortholog_one2one
CBX1P4		
		ortholog_one2one
MIR4768		
CTSLP4		
		
CUBNP3		
NHS-AS1		
CHP1P3		
SLC25A16		
SCML1	SCML1	ortholog_one2one
HLA-A		ortholog_one2one
MYO18B	MYO18B	ortholog_one2one
ALOX15P2		
ADGRF5P1		
		
MRPS35P3		
		
PROSER2-AS1		
SOX1-OT		
DNAJB5P1		
RPL24P8		
		
UBE2V2P1		
		
SPATA31A7		ortholog_many2many
SPATA31A7		ortholog_many2many
MYL6P3		
		
RPL29P29		
		
		
PHYHIPL	PHYHIPL	ortholog_one2one
MTND5P2		
RPL7AP61		
LINC01887		
		
		
		
HSP90AB6P		
		
DPPA3P3		
MIX23P1		
TSC22D1-AS1		
		
		
AKR1B1P4		
HMGB3P7		
		
LINC00379		
PMM2P1		
IRS2	IRS2	ortholog_one2one
IGHV3-19		
		
		
FAM136GP		
IGHV4-31		
LINC00347		
		
RPL10L	RPL10L	ortholog_one2one
SGMS1-AS1		
KIAA0895LP1		
		
MIR6788		
		
RPGR		ortholog_one2many
RPGR		ortholog_one2many
LINC00226		
LINC01068		
VN1R54P		
		
NAMPTP1		
LINC01067		
ANKRD54P1		
		
LINC00567		
		
		
MTCO1P51		
SOCS6	SOCS6	ortholog_one2one
ACTR10	ACTR10	ortholog_one2one
MIR4290HG		
CDC16	CDC16	ortholog_one2one
		
		
LIVAR		
LINC00484		
ASCC1	ASCC1	ortholog_one2one
		
RNU6-120P	U6	ortholog_one2one
EXOGP1		
GREB1L-DT		
AQP7P1		
		
		
		
		
ESCO1	ESCO1	ortholog_one2one
RPS6P12		
		
		
FRMD3	FRMD3	ortholog_one2one
SNRPD1	SNRPD1	ortholog_one2one
ABHD3	ABHD3	ortholog_one2one
KRT18P13		
CEMIP2	CEMIP2	ortholog_one2one
		
IGHV3-29		
		
		
GSKIP	GSKIP	ortholog_one2one
MIR320C1		
		ortholog_one2one
		
		
KDSR	KDSR	ortholog_one2one
ERG	ERG	ortholog_one2one
GC	GC	ortholog_one2one
IGHEP1		
FOXN3-AS2		
IGHV3-13		ortholog_one2one
		
		
IGHV3-30-2		
LINC02311		
IGHVII-22-1		
SPRING1P1		
IGHVIII-26-1		
		
		
RPL26P28		
RBP3	RBP3	ortholog_one2one
ARHGAP12	ARHGAP12	ortholog_one2one
KTN1	KTN1	ortholog_one2one
F8A3		ortholog_many2many
F8A3		ortholog_many2many
FAM47C		
PABPC1L2B		
RHOXF2B		ortholog_one2many
VPS4B	VPS4B	ortholog_one2one
RBMXL3		
SSX2B		ortholog_one2many
NAA11	NAA11	ortholog_one2one
C22orf15	C10H22orf15	ortholog_one2one
EVC2	EVC2	ortholog_one2one
		
		
KRTAP10-4		
		
TRPM2	TRPM2	ortholog_one2one
		
LANCL3	LANCL3	ortholog_one2one
PTPDC1	PTPDC1	ortholog_one2one
CHCHD10	CHCHD10	ortholog_one2one
FAM236A		ortholog_many2many
FAM236A		ortholog_many2many
HSFX4		ortholog_one2many
ZNF275		
RPL7P52		
		ortholog_one2many
		ortholog_one2many
		
SGSM3	SGSM3	ortholog_one2one
RBBP7	RBBP7	ortholog_one2one
SERPINB5	SERPINB5	ortholog_one2one
MAPRE1	MAPRE1	ortholog_one2one
		
		
PROCR	PROCR	ortholog_one2one
		
ATP5MC1P6		
		
RNA5SP483		
		
MMP24OS		
BCL2	BCL2	ortholog_one2one
BMS1P11		
		
GADD45G	GADD45G	ortholog_one2one
BOLA2P3		
		
		
		
		
		
CDRT15P7		
SNX18P9		
KIF13A	KIF13A	ortholog_one2one
ANKRD62	ANKRD62	ortholog_one2one
MT1P3		
C9orf40		
MMP24	MMP24	ortholog_one2one
		
ZNF157	ZNF157	ortholog_one2one
		
		
		
MAGED1	MAGED1	ortholog_one2one
		
HABP4	HABP4	ortholog_one2one
RNU6-324P	U6	ortholog_one2one
SDHDP1		
		
PMM2P2		
		
		
		
FAM83C-AS1		
FAM83C	FAM83C	ortholog_one2one
		
SPACA7	SPACA7	ortholog_one2one
HNRNPD	HNRNPD	ortholog_one2one
RPS10P5		
PCNPP2		
		
		
MROH8	MROH8	ortholog_one2one
		
MIX23P3		
		
PPIAP56		
CIDEA	CIDEA	ortholog_one2one
		
		
LINC02834		
TMOD1	TMOD1	ortholog_one2one
SGSM3-AS1		
		
		
		
RPN2	RPN2	ortholog_one2one
MRTFA-AS1		
COX6B1P3		
RPL4P6		
GAPDHP37		
MIR3200		
EIF4HP2		
CLDN10	CLDN10	ortholog_one2one
MORC2-AS1		
		
RNU6-170P		
TUBB6	TUBB6	ortholog_one2one
MORC2	MORC2	ortholog_one2one
SEC61B	SEC61B	ortholog_one2one
TATDN1P1		
		
BMS1P2		
		
DIRAS2	DIRAS2	ortholog_one2one
SNRPEP8		
UBE2D1	UBE2D1	ortholog_one2one
HEMGN	HEMGN	ortholog_one2one
ATP4B	ATP4B	ortholog_one2one
IGSF5	IGSF5	ortholog_one2one
YWHAZP3		
		
LINC02632		
		
SDR42E1P4		
ASS1P3		
		
		
		
		
SLC35D2	SLC35D2	ortholog_one2many
GRIK1	GRIK1	ortholog_one2one
GDF10	GDF10	ortholog_one2one
GYG1P2		
PPIAP24		
		
		
		
CHAMP1	CHAMP1	ortholog_one2one
PRKG1-AS1		
ZNF33B		
		
LIN54	LIN54	ortholog_one2one
		
		
SIRPA		ortholog_one2many
SIRPA		ortholog_one2many
		
		
PA2G4P6		
RIOK3P1		
		
OR7E31P		
		
MYO5BP2		
LINC00552		
		
		
UBQLN1	UBQLN1	ortholog_one2one
		
CEP164P1		
TUG1		
PUDP	PUDP	ortholog_one2one
LINC00348		
		
Y_RNA		
PCAT5		
		
PARD3-AS1		
		
MLECP1		
SETBP1-DT		
		
MIR4319		
		
		
		
NALF2	NALF2	ortholog_one2one
NRP1	NRP1	ortholog_one2one
		
STEEP1		
		
Y_RNA		
DSN1	DSN1	ortholog_one2one
		
U2AF1L5		ortholog_one2many
		
C18orf15		
		
		
		
LDLRAD4-AS1		
TOLLIP	TOLLIP	ortholog_one2one
MIR5190		
		
TEX13A	TEX13A	ortholog_one2one
		
SDR42E1P3		
		
		
		
		
		
		
		
		
		
		
PNMA6A		
		
MIR4526		
		
RPS6P23		
HPS4	HPS4	ortholog_one2one
		
COL4A5	COL4A5	ortholog_one2one
		
		
FAM210A	FAM210A	ortholog_one2many
FAM210A		ortholog_one2many
HSD17B3-AS1		
SPATA31D1		ortholog_many2many
SPATA31D1		ortholog_many2many
LINC01070		
SNX18P5		
		
		
		
		
		
STOML3	STOML3	ortholog_one2one
CRYAA2		ortholog_one2many
		
MTND3P4		
		
		
RN7SL362P	Metazoa_SRP	ortholog_one2one
		
		
SSU72P7		ortholog_one2many
ALG2	ALG2	ortholog_one2one
KCNQ1OT1		
RNMT	RNMT	ortholog_one2one
		
SSU72P3		ortholog_one2many
TOLLIP-DT		
		
INS-IGF2		
		
		
		
UPF3A	UPF3A	ortholog_one2one
		
LDHAL6EP		
SSU72P5		ortholog_one2many
		
PHOX2B	PHOX2B	ortholog_one2one
HSD17B3	HSD17B3	ortholog_one2one
IGF2	IGF2	ortholog_one2one
		
		
CBSL		ortholog_one2many
THAP9	THAP9	ortholog_one2one
		
		
		
		
LNX1	LNX1	ortholog_one2one
MUC5B	MUC5B	ortholog_one2one
LINC00583		
		
		
		
		
IL6RP1		
FGF7P8		
		
RBPJP2		
		
		
TEX10	TEX10	ortholog_one2one
		
APOOP4		
ZBTB46	ZBTB46	ortholog_one2one
LARP1BP1		
GK2	GK2	ortholog_one2one
		
		
Y_RNA	Y_RNA	ortholog_one2one
EMILIN2	EMILIN2	ortholog_one2one
NUDT9	NUDT9	ortholog_one2one
SLC9A8	SLC9A8	ortholog_one2one
MTCYBP3		
		
		
LPIN2	LPIN2	ortholog_one2one
TLR8	TLR8	ortholog_one2one
LINC01043		
F10-AS1		
		
RAB33A	RAB33A	ortholog_one2one
BRSK2	BRSK2	ortholog_one2one
ANKRD10	ANKRD10	ortholog_one2one
ZNF280C	ZNF280C	ortholog_one2one
ITCH	ITCH	ortholog_one2one
OTX2P1		
		
PPP1R26P4		
ANP32B	ANP32B	ortholog_one2one
FAM230E		
GGT3P		
		
		
CDRT15P12		
B3GALT5	B3GALT5	ortholog_one2one
GRIN3A	GRIN3A	ortholog_one2one
		
E2F6P1		
		
		
CHORDC1P4		
		
BCRP7		
		
SNRPCP4		
FAM230F		
		
SNORA70		
SMIM11B		
RNU7-25P	U7	ortholog_one2one
		
		
AIFM1	AIFM1	ortholog_one2one
		
DGCR6		ortholog_one2many
		
MYL12A	MYL12B	ortholog_one2one
		
		
PLXDC2	PLXDC2	ortholog_one2one
		
LINC01501		
LINC00575		
LINC00370		
		
		
PRDM8	PRDM8	ortholog_one2one
PCDH8P1		
FAM243B		ortholog_one2many
HCG15		
		
CLCP2		
KRTAP15-1	KRTAP15-1	ortholog_one2one
		
JARID2-AS1		
CYCSP32		
TFAP2A-AS2		
LINC00649		
		
DOCK9-DT		
BMS1P9		
CYLC2	CYLC2	ortholog_one2one
SYCP2L	SYCP2L	ortholog_one2one
		
LINC00564		
		
		
		
		
		
		
LINC01436		
DGCR5		
		
		
		
		
		
		
		
LINC00399		
CYCSP24		
LINC00566		
NFIL3	NFIL3	ortholog_one2one
LINC01044		
		
OR7E116P		
RPL12P20		
CLDN10-AS1		
		
COL15A1		ortholog_one2one
IL10RB-DT		
LNX1-AS1		
		
LINC01547		
DGCR5		
		
		
		
		
		
MYL12-AS1		
		
FAM170B-AS1		
		
LINC00354		
FAM246C		
MTND3P22		
CA15P1		
		
		
Y_RNA	Y_RNA	ortholog_one2one
MYL12B		
DGCR11		
LINC01679		
SMR3A	SMR3A	ortholog_one2one
		
		
RSU1	RSU1	ortholog_one2one
		
		
IMPDH1P9		
		
NDUFA6	NDUFA6	ortholog_one2one
		
STAP1	STAP1	ortholog_one2one
		
TPMT	TPMT	ortholog_one2one
		
NDUFA6-DT		
		
SSR1P2		
LINC01694		
RPL7L1P1		
		
PSME2P4		
LINC01054		
BTG3-AS1		
TBCAP3		
		
		
NALF1	NALF1	ortholog_one2one
RNU6-857P	U6	ortholog_one2one
LINC00158		
ATP10D	ATP10D	ortholog_one2one
DSC3	DSC3	ortholog_one2one
RPL7P45		
MDH1P2		
PROZ	PROZ	ortholog_one2one
ELOVL2-AS1		
FERMT1	FERMT1	ortholog_one2one
OLA1P1		
		
		
		
		
HNRNPA1P58		
CYP2D8P		
		
		
		
TMEM14DP		
RPL31P44		
CBR3-AS1		
		
OGFRP1		
		
TMEM38B	TMEM38B	ortholog_one2one
CAGE1	CAGE1	ortholog_one2one
MRLN	MRLN	ortholog_one2one
NFAM1	NFAM1	ortholog_one2one
PPP2R5C		ortholog_one2one
KRT8P11		
AQP7P3		
DSC1	DSC1	ortholog_one2one
		
PGGT1BP1		
HMGA1P5		
TEKT4P2		
		
ELOCP30		
		
RPS3AP37		
RRP7A	RRP7A	ortholog_one2one
H2AZP5		
		
		
		
		
RPL36AP33		
		
CNTNAP3C		ortholog_one2many
NEK4P3		
		
		
		
MRPS21P5		
		
		
GNAI2P2		
		
		
		
BARX1	BARX1	ortholog_one2one
PRELID1P3		
JCAD	JCAD	ortholog_one2one
PRDX4P1		
LINC02499		
GDAP1L1	GDAP1L1	ortholog_one2one
		
		
		
MIR155HG		
NPM1P41		
KCNJ4	KCNJ4	ortholog_one2one
TSSC4	TSSC4	ortholog_one2one
		
		
		
		
MTND5P14		
		
RPSAP6		
		
LINC01508		
AIFM1P1		
TMEM255B	TMEM255B	ortholog_one2one
DNAL4	DNAL4	ortholog_one2one
ZNF503	ZNF503	ortholog_one2one
		
		
PPBPP1		
LINC00320		
		
		
DSG1	DSG1	ortholog_one2one
		
PCDH7	PCDH7	ortholog_one2one
		
SPATA31D5P		
FAM21FP		
NPTXR	NPTXR	ortholog_one2one
SPAG6	SPAG6	ortholog_one2one
IGF2-AS		
BICD2	BICD2	ortholog_one2one
		
		
CBX6	CBX6	ortholog_one2one
TMPRSS11D	TMPRSS11D	ortholog_one2one
OR52B3P		
MUC5B-AS1		
RPL26P30		
OR52P2P		
RNU6-167P	U6	ortholog_one2one
OR52B4		
PPIAP88		
		
PSMA8	PSMA8	ortholog_one2one
TXN		
KCNQ1	KCNQ1	ortholog_one2one
		
		
		
		
APOBEC3A	APOBEC3A	ortholog_many2many
APOBEC3A	APOBEC3B	ortholog_many2many
KIF16B		
PCID2	PCID2	ortholog_one2one
FAM86MP		
		
CCDC96		
PALM2AKAP2	PALM2AKAP2	ortholog_one2one
ADH1B	ADH1B	ortholog_one2one
MYLK4	MYLK4	ortholog_one2one
APOBEC3B	APOBEC3A	ortholog_many2many
APOBEC3B	APOBEC3B	ortholog_many2many
		
		
		
PPP4R1	PPP4R1	ortholog_one2one
LEMD2	LEMD2	ortholog_one2one
THAP12P3		
RPS12P2		
		
MARCHF8	MARCHF8	ortholog_one2one
		
		
TRIM21	TRIM21	ortholog_one2one
LINC00595		
TPD52L2	TPD52L2	ortholog_one2one
SSU72P6		
LINC02689		
H3P33		
ABCC13		
APOBEC3B-AS1		
CLRN2	CLRN2	ortholog_one2one
		
APOBEC3C		
ZNF215		
		
PPP2R2C	PPP2R2C	ortholog_one2one
		
		
LINC02654		
APOBEC3F		
LINC02578		
LINC02603		
NPM1P24		
LINC02601		
TET1	TET1	ortholog_one2one
FOXC1	FOXC1	ortholog_one2one
RNA5SP502		
Y_RNA		
SHISA5P1		
RN7SL15P	Metazoa_SRP	ortholog_one2one
GEMIN7P1		
RPSAP49		
CASK-AS1		
		
RNU6-1321P	U6	ortholog_one2many
RNU6-1321P	U6	ortholog_one2many
YWHAZP10		
MCCD1P2		
PIP5K1B	PIP5K1B	ortholog_one2one
RN7SL144P		
CCKBR	CCKBR	ortholog_one2one
PPIL1	PPIL1	ortholog_one2one
GPR82	GPR82	ortholog_one2one
		
APOBEC3G	APOBEC3G	ortholog_one2one
RPS15AP39		
		
RNU6-202P	U6	ortholog_one2one
		
DKK1	DKK1	ortholog_one2one
FABP5P15		
TFAP2A-AS1		
RNU6-854P	U6	ortholog_one2one
		
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
RN7SL460P	Metazoa_SRP	ortholog_one2many
		
COX7B	COX7B	ortholog_one2one
		
ERVFRD-1	ERVFRD-1	ortholog_one2one
		
		
		
NHLRC1	NHLRC1	ortholog_one2one
LINC02575		
LINC00205		
LINC02630		
		
		
		
		
		
		
SSX9P		
		
		
CDYL	CDYL	ortholog_one2one
KIF5B	KIF5B	ortholog_one2one
		
SSXP9		
		
LINC02751		
S100A11P9		
SSX3		ortholog_one2many
		
		
MIR99AHG		
UGT2B28		
		
		
IGHV3-16		
		
		
PTCSC3		
		
GALNT18	GALNT18	ortholog_one2one
TAB1	TAB1	ortholog_one2one
EFCAB11	EFCAB11	ortholog_one2one
		
		
SSX4		ortholog_one2many
MTND1P19		
HMGA1P2		
		
		
		
C11orf42	C14H11orf42	ortholog_one2one
		
NFATC1	NFATC1	ortholog_one2one
LINC02682		
		
		
PACRGL	PACRGL	ortholog_one2one
		
GAPDHP26		
MTND2P9		
FTSJ1	FTSJ1	ortholog_one2one
		
SUMO2P12		
FAM242F		
		
MOCS1	MOCS1	ortholog_one2one
CALCB	CALCB	ortholog_one2one
ATP8B5P		
MGAT3	MGAT3	ortholog_one2one
MGAT3-AS1		
MIEF1	MIEF1	ortholog_one2one
PTH	PTH	ortholog_one2one
FAR1-IT1		
OR52B1P		
SSU72P4		ortholog_one2many
		
		
PES1P2		
		
RIC3	RIC3	ortholog_one2one
		
ANKS6	ANKS6	ortholog_one2one
		
RIN3	RIN3	ortholog_one2one
EBP		
SEL1L2	SEL1L2	ortholog_one2one
		
Metazoa_SRP		
Y_RNA	Y_RNA	ortholog_one2one
		
RNU6-800P	U6	ortholog_one2one
ASB9		
	SLC35D2	ortholog_one2many
OR7E41P		
COX11P1		
		
		
TUBB4BP6		
		
CYP4F60P		
		
TRPM5	TRPM5	ortholog_one2one
		
		
NMT2	NMT2	ortholog_one2one
		
PTAR1	PTAR1	ortholog_one2one
UNC5CL	UNC5CL	ortholog_one2one
RPS19BP1	RPS19BP1	ortholog_one2one
IGHV3-11		
ASB11	ASB11	ortholog_one2one
IGHVII-28-1		
TRAJ46		
COX5AP2		
GNPNAT1	GNPNAT1	ortholog_one2one
TSPO2	TSPO2	ortholog_one2one
TUBB8P1		
ARL2BPP7		
PTCSC2		
DNAJA1P6		
		
		
SLC25A18	SLC25A18	ortholog_one2one
SLC25A6P2		
		
		
		
ABHD16B	ABHD16B	ortholog_one2one
SSTR4	SSTR4	ortholog_one2one
		
VSX1	VSX1	ortholog_one2one
ANGPTL2	ANGPTL2	ortholog_one2one
		
GRM4	GRM4	ortholog_one2one
		
PIGA	PIGA	ortholog_one2one
		
		
		
5_8S_rRNA		
RNU6-458P	U6	ortholog_one2many
RNU6-1239P	U6	ortholog_many2many
RNU6-1239P	U6	ortholog_many2many
RNU6-1239P	U6	ortholog_many2many
RNU6-1239P	U6	ortholog_many2many
RNU1-27P	U1	ortholog_one2one
RN7SL660P		
RNU6-8		
RNU6-273P		
		ortholog_one2one
RNU6-602P	U6	ortholog_one2one
		
MIR548Y		
		ortholog_one2one
RNU6-886P	U6	ortholog_one2one
TMEM273	TMEM273	ortholog_one2one
RNU6-455P		
		
		
RNU6-1277P	U6	ortholog_one2one
MIR4307		
MIR3171		
RNU6-1261P	U6	ortholog_one2one
RNA5SP384		
		
RNU6-1291P		
RNA5SP385		
RNU6-7		
RNU6-301P	U6	ortholog_one2one
SNORD58		
SNORD127	SNORD127	ortholog_one2one
RNU6-398P	U6	ortholog_one2one
MIR4503		
Metazoa_SRP		
MIR5580		
		
RN7SKP21		
SNORA70	SNORA70	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
MIR4708		
RN7SL598P	Metazoa_SRP	ortholog_one2one
RN7SKP99		
MIR5586		
RNU2-14P		
ATP6V1E1	ATP6V1E1	ortholog_one2one
RNU6-297P	U6	ortholog_one2one
		ortholog_one2one
SNORD56B	SNORD56B	ortholog_one2one
RN7SL586P	Metazoa_SRP	ortholog_one2one
RN7SL683P	Metazoa_SRP	ortholog_one2one
		
RN7SL1	Metazoa_SRP	ortholog_one2one
BNIP3P4		
Y_RNA	Y_RNA	ortholog_one2one
RNU1-28P		
		
OR7E109P		
RNU6-552P	U6	ortholog_one2one
GXYLT1P6		
Metazoa_SRP		
Y_RNA	Y_RNA	ortholog_one2one
LINC01474		
		
Y_RNA	Y_RNA	ortholog_one2one
U2	U2	ortholog_one2one
SDK1-AS1		
MIR625		
RNU6-976P		
		
RNU6ATAC28P		
		
MIR4709		
		
RNU6-419P		
MYL9	MYL9	ortholog_one2one
RNU7-30P	U7	ortholog_one2one
UNCX	UNCX	ortholog_one2one
SNORA11B	SNORA11B	ortholog_one2one
RN7SKP107		
Y_RNA	Y_RNA	ortholog_one2one
RN7SKP255		
RNU6-835P		
SCARNA13	SCARNA13	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
		
Y_RNA		
IGKV1OR-2		
		
RNU6-1258P		
		
		
RN7SL523P	Metazoa_SRP	ortholog_one2one
S1PR3	S1PR3	ortholog_one2one
MIR6764		
VEGFD	VEGFD	ortholog_one2one
GET4	GET4	ortholog_one2one
RNU6-1316P	U6	ortholog_one2one
RN7SL714P	Metazoa_SRP	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
RNU6-684P	U6	ortholog_one2one
RNU2-33P	U2	ortholog_one2one
MIR345		
RNU1-47P	U1	ortholog_one2one
RN7SL472P		
RNU6-790P	U6	ortholog_one2one
MIR203A		
MIR4309		
RNU6-91P	U6	ortholog_one2one
CCAR1	CCAR1	ortholog_one2one
Y_RNA	Y_RNA	ortholog_one2one
MIR1247		
MIR203B	mml-mir-203	ortholog_one2one
RN7SL634P	Metazoa_SRP	ortholog_one2one
CLCN4	CLCN4	ortholog_one2one
MIR151B		
MIR342	mml-mir-342	ortholog_one2one
RN7SL546P	Metazoa_SRP	ortholog_one2many
RN7SL546P	Metazoa_SRP	ortholog_one2many
RNU6-244P	U6	ortholog_one2one
Metazoa_SRP	Metazoa_SRP	ortholog_one2one
C9orf135	C15H9orf135	ortholog_one2one
RNU7-51P	U7	ortholog_one2one
		
		
TRAJ44		
TGIF2	TGIF2	ortholog_one2one
TRAJ43		
TRAJ42		
TRAJ41		
TRAJ40		
TRAJ39		
TRAJ37		
TRAJ36		
TRAJ35		
TRAJ34		
TGIF2-RAB5IF		
TRAJ33		
TRAJ32		
		
TRAJ31		
		
SSU72P2		ortholog_one2many
		
LINC01495		
TRAJ30		
KRT18P66		
TOPORSLP		
TRAJ29		
INTS1	INTS1	ortholog_one2one
SLA2	SLA2	ortholog_one2one
TRAJ28		
ZDHHC13	ZDHHC13	ortholog_one2one
NINJ1	NINJ1	ortholog_one2one
TRAJ27		
TRAJ26		
TRAJ25		
TRAJ24		
TRAJ23		
TRAJ22		
TRAJ21		
TRAJ20		
TRAJ19		
HNRNPA3P2		
TRAJ18	TRAJ18	ortholog_one2one
Y_RNA		
TRAJ17		
MRPS26	MRPS26	ortholog_one2one
TRAJ16		
		
